EnsemblID	fetalGermExpress	adultGermExpress	sperm_totMuts	totalLen	scaleRepTime	scaleGC
ENSG00000121410	1.76163151841603	2.37109150416808	0	8289	0.379202532330746	1.18107822637746
ENSG00000175899	2.60265223029773	3.42592049343239	3	48529	0.517743104990286	-1.1890515754624
ENSG00000166535	0.569317808069272	0.569757205998563	2	63335	-0.644315080786437	-0.287544983947892
ENSG00000128274	4.45813399439504	0.764289712499638	1	29099	-0.145516399011021	0.75087765119383
ENSG00000094914	5.41655134624373	4.76084586447244	0	17391	0.866005078437681	0.367970575670661
ENSG00000081760	1.97929695850917	4.47870905242319	3	77689	1.12878722258084	0.598590203188595
ENSG00000204518	0.0149174637770563	0.147206581951993	2	22990	-0.418571663786728	0.105878419104134
ENSG00000109576	2.44750267881464	3.43131163057844	1	31475	-0.929147843462212	-0.987091542977069
ENSG00000103591	4.46494636916682	4.56061404319345	1	54497	0.396564170392582	-0.898853464978836
ENSG00000115977	3.94727618784618	5.21156931756016	4	216235	1.52916618670141	-0.584202149243157
ENSG00000087884	4.48038543726091	6.33553096591072	1	97216	0.811983992509886	-0.599002407125004
ENSG00000127837	6.49942980021409	5.07211431423645	0	6048	0.725266236399443	1.26411271192471
ENSG00000129673	0.214895155542727	2.2985049198523	0	16735	0.636502791728192	0.834899972557824
ENSG00000131043	4.76597887175267	3.34020247065419	0	34759	0.337439744536246	0.118796387717322
ENSG00000205002	2.72064661444789	4.0637580455425	0	6280	-1.14460653954355	-0.430230039025454
ENSG00000124608	2.43165469664711	2.62094185061435	1	14594	2.00660216722476	1.00731673396924
ENSG00000266967	3.7644894628184	5.09861927059395	0	13937	0.642996689946785	0.215124279712569
ENSG00000157426	4.53682997091003	4.69045107961103	0	49175	0.274257834523077	-0.960559677423879
ENSG00000149313	6.65751960062649	6.72250359923414	0	23193	-0.702145979723942	-1.26950356123251
ENSG00000008311	0.147601270895427	2.82787216302817	0	79681	2.41927181207038	-1.27318286650786
ENSG00000181409	0.371884944212535	0.349806687287297	3	55520	0.52188665293937	1.92237765976254
ENSG00000183044	1.03719692730591	2.45969071329833	3	109730	0.744906819928391	0.10880244866285
ENSG00000165029	3.20912904575976	1.20291364313714	2	146979	0.853368748812501	-0.400460286167245
ENSG00000154263	0.32662571951353	5.77215169053935	2	97477	-0.783348664119357	-1.32107609853261
ENSG00000144452	0.0939740770243664	0.861254442635934	6	206845	-2.05971939980292	-1.19022101085949
ENSG00000179869	0.950401075890504	2.47120585889854	6	475570	-2.12641959407663	-0.979724603323869
ENSG00000107331	0.709155252389566	1.53830526299713	1	21449	0.356184410508377	2.61778700007725
ENSG00000167972	2.56838652939482	3.02667970486464	0	64836	0.186425132602364	0.829359349419467
ENSG00000198691	0.103666237539317	2.02641514073249	2	128213	0.307978878738288	-0.0099481439647577
ENSG00000154265	3.30760257870916	6.02415697518672	0	82742	-0.373989171899659	-1.51382451513087
ENSG00000154262	0.0937018410207905	1.29495912081474	1	62873	-1.36126479632994	-1.31709753879264
ENSG00000064687	0.53739168631305	1.69202672437597	1	24802	-0.285231940625764	1.76131516712279
ENSG00000141338	0.408918346667815	1.99723762972009	3	87993	-1.56067885333076	-1.23466705817698
ENSG00000154258	0.138603227968578	1.0759115743455	0	86389	-1.71728778351658	-1.12655017868957
ENSG00000085563	0.357284996788879	2.62124983660225	3	209719	-1.12257260789227	-1.20941183495129
ENSG00000135776	1.8882123634472	1.67900671473064	1	42102	0.574114817322738	-0.368245920549301
ENSG00000073734	0	2.42156748405175	2	115564	0.898249247876607	-1.20591592028414
ENSG00000005471	0.181528360565898	0.647966188052358	0	78731	-1.02258671556962	-1.0107836336155
ENSG00000004846	0.442868524548592	1.53452657492095	2	160588	0.763364869953659	-1.12454500861658
ENSG00000115657	0.514843162684976	0.752303140266485	0	9219	0.104149967498993	1.01117539495515
ENSG00000197150	4.65200338845311	3.01105347085751	0	19348	0.0353842520725926	1.34207203003243
ENSG00000150967	2.31950878798135	2.95757286168418	1	60678	0.168832850583962	0.757589534847626
ENSG00000103222	3.11396663274732	2.97647691500037	4	193694	-0.938874006685565	0.255692811684341
ENSG00000124574	3.08978198288411	1.70727066705685	0	23030	0.803292757050292	0.819732981575632
ENSG00000121270	0.309933220087112	1.48514983262081	1	81683	-1.05198364572562	-0.118756908249914
ENSG00000140798	2.68967353116978	1.86142759429174	2	75135	-1.48374914237743	0.0923559086729306
ENSG00000023839	1.52040251826524	1.10386326289748	1	67598	0.233750590234807	-0.275354701134203
ENSG00000108846	0.151503229116974	4.29067491568974	2	57337	0.74208654312456	0.692722416078408
ENSG00000125257	3.9875761699717	2.29188626439429	6	280734	-1.08971201557824	-0.531584663393867
ENSG00000114770	3.86043752833816	3.16294103536257	1	97783	0.125949356244572	-0.232937968225835
ENSG00000091262	0.405871331478841	0.424728983594756	2	73097	-0.930919163355503	0.429358932644585
ENSG00000006071	0.276778355711127	0.464146885060023	0	84324	-0.0530938558931926	0.446729918578103
ENSG00000069431	0.367888713489011	0.909653055029294	0	144910	-2.58349648708938	-1.32370558171424
ENSG00000173208	0.277594992296171	0.184941701007559	1	69764	-0.699425120152042	-1.47494154026646
ENSG00000117528	4.1217768001821	3.80867663220512	1	100226	1.18668584308137	-1.20474749021213
ENSG00000119688	5.48972669069928	4.22968885621951	1	17771	1.11232984663004	0.624133527118215
ENSG00000164163	7.31045590140749	5.77882978827808	0	31237	-1.27036559332398	-1.50263870025277
ENSG00000204574	6.83017744932176	6.65925819981044	0	25756	0.0420602927453389	0.183079796268011
ENSG00000033050	0	4.68051698153398	0	15711	0.402371829551627	0.225369550466974
ENSG00000161204	5.19141568202678	3.60837520090627	0	7907	-0.502514782409197	0.66879061485852
ENSG00000160179	0.26303718929336	1.4134629212209	0	97046	-1.10645627450961	0.566046830082692
ENSG00000118777	0.678988550158923	1.82006181569833	3	140486	0.385821265385158	-0.65426330179864
ENSG00000172350	0.830344659571521	1.07258444294675	0	13594	0.874096835699446	1.00950407295837
