EnsemblID	totalLen	mat_totMuts	all_totMuts	ArithMean_O	ArithMean_G	ArithMean_primorO	scaleRepTime	scaleGC	phasedFracMatBinVal
ENSG00000121410	8289	0	0	1.26980623460143	1.18833790601624	0.810749032777531	0.379202532330746	1.18107822637746	0.320088936468069
ENSG00000175899	48529	0	7	0.0636624103923881	1.85106854977964	0.166657466278342	0.517743104990286	-1.1890515754624	0.319968980224893
ENSG00000166535	63335	1	9	2.16179483684907	1.12527208780577	0.183548995901374	-0.644315080786437	-0.287544983947892	0.307386008744535
ENSG00000128274	29099	0	2	4.18618045270981	1.03637151804872	2.89566497024656	-0.145516399011021	0.75087765119383	0.312558356676004
ENSG00000094914	17391	0	2	5.1530163274754	2.63080221650364	3.73031865543011	0.866005078437681	0.367970575670661	0.294412742208566
ENSG00000081760	77689	0	21	4.6469543556105	1.37509658151264	2.37878299027644	1.12878722258084	0.598590203188595	0.294412742208566
ENSG00000204518	22990	0	3	0.0361070282993482	0	0	-0.418571663786728	0.105878419104134	0.319968980224893
ENSG00000109576	31475	0	5	0.593811834696922	1.37336546292725	0.538909340369318	-0.929147843462212	-0.987091542977069	0.307876342824975
ENSG00000103591	54497	0	2	2.58266730509118	1.93081216283641	2.14077769266418	0.396564170392582	-0.898853464978836	0.307386008744535
ENSG00000115977	216235	4	29	0.866338113576162	1.96635147592101	0.640750812512198	1.52916618670141	-0.584202149243157	0.320088936468069
ENSG00000087884	97216	1	12	3.56524001403263	5.40670977328025	2.55434785310605	0.811983992509886	-0.599002407125004	0.299341406415976
ENSG00000127837	6048	0	1	3.36512942870148	5.64105001411765	3.31976239411593	0.725266236399443	1.26411271192471	0.299341406415976
ENSG00000129673	16735	0	2	0.904502854092344	0.268011073108087	0.0371456502214956	0.636502791728192	0.834899972557824	0.320088936468069
ENSG00000131043	34759	0	3	4.7621307542719	3.66324804980571	3.89767087176449	0.337439744536246	0.118796387717322	0.294412742208566
ENSG00000205002	6280	0	1	2.29195232948584	1.32068706639312	0.216849180021887	-1.14460653954355	-0.430230039025454	0.307386008744535
ENSG00000124608	14594	0	2	1.03691933707992	2.47598696397471	1.31840444758758	2.00660216722476	1.00731673396924	0.320088936468069
ENSG00000266967	13937	0	2	4.72202789777625	4.20616016179301	4.73092314246664	0.642996689946785	0.215124279712569	0.294412742208566
ENSG00000157426	49175	1	11	2.49911102924451	0.877527882966375	0.723771353084989	0.274257834523077	-0.960559677423879	0.307386008744535
ENSG00000149313	23193	0	4	3.71958163065923	2.60868488339305	3.30770394566163	-0.702145979723942	-1.26950356123251	0.312558356676004
ENSG00000008311	79681	0	11	1.77000796646045	3.72478492152472	1.18492486406679	2.41927181207038	-1.27318286650786	0.316355836696114
ENSG00000181409	55520	0	21	1.13913639500376	0.339989655665783	1.33439559522858	0.52188665293937	1.92237765976254	0.320088936468069
ENSG00000183044	109730	9	34	2.47022584169746	3.50316600017598	1.44058592546469	0.744906819928391	0.10880244866285	0.307386008744535
ENSG00000165029	146979	3	16	0.891801209261822	0.895561186003072	0.307165392516486	0.853368748812501	-0.400460286167245	0.320088936468069
ENSG00000154263	97477	1	12	0.32234576037794	0.055890018776381	0.106666960396787	-0.783348664119357	-1.32107609853261	0.307876342824975
ENSG00000144452	206845	5	38	1.08241803413062	0.0587011828561911	0.824481629115104	-2.05971939980292	-1.19022101085949	0.320088936468069
ENSG00000179869	475570	3	73	0.109926416742381	0.467614088440784	0.186709732905011	-2.12641959407663	-0.979724603323869	0.313224446786091
