EnsemblID	cpm_geoMean	fetalmale_CPM_log2geoMean	patThirdGenMuts	totalLen	scaleGC	scaleRepTime
ENSG00000187634	3.58020540929399	4.52126403672153	0	19738	2.51937828823304	0.603335814797643
ENSG00000188976	5.27479030501953	6.14518982579614	0	15016	1.66783224788879	0.544014525930939
ENSG00000187961	2.1545036103874	1.20375643533585	0	4973	2.69356952530798	0.496614741729117
ENSG00000187583	0.329179089607994	0.0277137629899042	0	9381	2.05415661514408	0.482605792436183
ENSG00000187642	1.6480321492895	0.0233524588196344	0	5606	2.44732963617868	0.454906532249026
ENSG00000188290	3.42953595458571	2.02542018480542	0	1211	3.54145180579237	0.409619892150892
ENSG00000187608	2.39412253819039	1.95088299371262	0	13350	1.27569839796545	0.381683410780162
ENSG00000188157	2.24322062463544	1.0868141833163	0	35244	2.46179701778765	0.350544173510499
ENSG00000131591	4.81064102907054	0.914526935822646	0	34240	1.05050094516382	0.363651078327398
ENSG00000162571	6.72709845789931	0.0750156079398627	0	23975	1.04856929797513	0.559919235223504
ENSG00000186827	0.120102835052492	0.253286555090425	0	2816	3.07163763696797	0.641788496200953
ENSG00000078808	5.7664341584462	6.85383425245807	0	15089	1.89458188054295	0.67636813195252
ENSG00000160087	7.4491606635251	5.67317089325925	0	19932	1.24793847327162	0.808428906064271
ENSG00000162572	2.25800650251194	0.953678736343065	0	9961	2.41319843314984	0.884689230633111
ENSG00000131584	3.07736649225519	2.47183487451825	0	16817	2.64182095772263	0.935139602736862
ENSG00000169972	3.89592784458325	4.11089052240265	0	3081	2.55802252212235	0.958927861243365
ENSG00000224051	5.33286580179684	2.068488982086	0	4141	2.38575170582061	1.00108279227629
ENSG00000107404	3.08863738455501	3.09999571132491	0	14128	2.52690691175576	1.02873079514291
ENSG00000162576	1.99742614572604	3.89445969376389	2	8855	2.54134966484547	1.05195517516771
ENSG00000175756	9.43958031498941	7.75973175782999	0	1478	2.58928762569556	1.07150898393
ENSG00000221978	4.6902121986445	5.38882848779538	1	13613	0.616001359225602	1.08395008020836
ENSG00000242485	6.65226104780955	7.33054176019383	0	5384	0.828160904062987	1.08956359302248
ENSG00000235098	0.298249787848015	0.491800844052434	0	3347	2.55360330665929	1.09459219330532
ENSG00000179403	1.10666054238431	3.48691872342546	0	8010	2.5265206550833	1.09582711469207
ENSG00000215915	0.915897523315446	0.199616934264147	0	20465	1.33250601356986	1.09505637179298
ENSG00000197785	3.6061726467536	3.65834690657731	0	22430	1.70478463458283	1.07717889082183
ENSG00000205090	0.262721129595569	0.157321275515271	0	5756	2.64304636976027	1.07447993335561
ENSG00000160075	7.52465628655298	6.59789268700609	1	33109	0.945220343424399	1.07172709414582
ENSG00000197530	5.75116613825147	3.1626716773556	0	15093	2.54856372992526	1.06787295222785
ENSG00000248333	6.75360275239024	5.950127669202	0	22354	0.608242034919664	1.07112336076289
ENSG00000189339	2.97630924553077	2.91718915035087	0	32127	0.911801349360926	1.07649449143813
ENSG00000008130	4.01679006166586	4.1634480234823	0	29180	0.917069189862055	1.12385844260368
ENSG00000078369	5.45014357113806	5.91015634661453	0	105742	0.0248770556317426	1.16617621297855
ENSG00000169885	0.0169211098979512	0.008474131481109	0	2184	2.12283334127099	1.19153614863979
ENSG00000178821	4.27602849692762	1.5072554001771	0	1690	2.65929621932377	1.19254387214996
ENSG00000142609	3.65825732627123	0.788169296704745	0	81001	1.16943635052917	1.20212769803843
ENSG00000187730	2.26885992585157	1.01159496658286	0	11430	2.03670168880769	1.20890285872152
ENSG00000067606	6.80075162141383	3.56146011060633	1	132474	1.25771843174966	1.19549932208966
ENSG00000162585	6.39534871626738	4.86946973587637	0	27960	1.84615816992231	1.15687453633263
ENSG00000157933	2.83208289522111	2.81917691400922	0	80106	1.39749531338168	0.999181687311749
ENSG00000116151	4.01122626477882	1.61290643107249	0	70371	1.37542823620162	0.737233382272825
ENSG00000157916	7.91922370411334	7.55006011096376	0	13466	0.954328084939619	0.554960071138187
ENSG00000157911	5.26561311236423	3.88231225647833	0	9833	1.91008085844373	0.503429483249451
ENSG00000149527	0.270333041354704	0.104709537873242	0	78918	2.3193918862011	0.20302513306134
ENSG00000157881	2.29144805068566	3.34603303819586	0	17992	1.81927732175856	-0.144306615516773
ENSG00000197921	0.199331039460717	1.72977557626591	0	1519	2.7956086040558	-0.222656936028057
ENSG00000157873	0.419888258292185	0.122943507050459	0	9744	2.23410116054583	-0.395068358991066
ENSG00000142606	4.92799730604577	0.587313996812756	0	42057	1.06245693264752	-0.641750317381395
ENSG00000215912	3.07926447387391	0.758490304826945	0	85377	1.62533662756107	-1.56116537392607
ENSG00000169717	8.95993057966208	0	0	1437	1.92778039663937	-2.83746833584323
ENSG00000142611	0.794687187724508	0.216945391636718	3	366782	1.40591864674821	-1.99119685908239
ENSG00000130762	1.23632910202257	1.32641533431507	0	25723	2.11067377668547	-0.425013684561601
ENSG00000162591	0.593860893438554	0.436389361448626	0	122453	2.02155777061541	0.0441334051062251
ENSG00000158109	2.95872216591592	3.96319617019176	0	5093	0.711333333950153	0.313561094139444
ENSG00000116213	4.28189189882214	5.14712109605872	0	21306	1.02731508258392	0.359092837453444
ENSG00000078900	2.44876134301353	0.24344488288831	0	82392	1.65466169341984	0.473023912772504
ENSG00000162592	4.33921346658502	0	0	25176	0.855899482180348	0.522097902696683
ENSG00000235169	3.79749121435233	3.43105742262408	0	3234	2.36138719762098	0.519447244752058
ENSG00000130764	4.05355347041765	6.04155724836029	0	17926	1.04306210301473	0.511123464445554
ENSG00000116198	5.44301821250019	3.1700135440197	0	45100	0.183800142016304	0.447772074503101
ENSG00000169598	1.26761124820992	1.5715738243893	0	27889	0.64911397526671	0.343397554253841
ENSG00000198912	5.31480385137816	4.38126309835359	0	10585	0.23346392982223	0.249344528338153
ENSG00000196581	1.40705213105981	0.568426121269644	0	137702	0.751078666070697	-3.58906405880627
ENSG00000131697	2.59607424647208	2.30504844959337	0	129348	0.434465418418854	0.486660900685677
ENSG00000069424	2.12894346970653	0.979902784139679	0	108849	1.20422412481477	0.929197911867297
ENSG00000116254	5.81944957189124	2.0366778069382	0	78410	1.30877487206793	1.09663418259572
ENSG00000116251	8.46382240955451	11.1372662583687	0	24337	0.547335881889177	1.23144713802538
ENSG00000158286	1.03046213134324	0.266354678135341	0	15821	1.37550951680831	1.26823164971796
ENSG00000116237	3.68504911430651	3.6987684000113	0	14775	0.390164947899983	1.30384348487502
ENSG00000158292	1.04967235215975	1.13045989469794	0	13720	1.79009423074527	1.36330204345408
ENSG00000097021	5.64666777001548	6.37407799099251	1	129413	0.949236988389332	1.52840615769462
ENSG00000069812	3.27088863911407	0.745608880293536	0	12253	1.39970977078583	1.73011744770477
ENSG00000187017	5.95873299468586	1.32719538062123	0	36565	1.73623306191923	1.7799434746836
ENSG00000215788	0.588550258106114	1.4334064426529	0	5388	1.68407612988156	1.81653319318369
ENSG00000171680	2.35378666937442	1.30743898343895	0	52856	1.56732907231549	1.84761456776172
ENSG00000162408	3.65524871956812	5.2806024458078	0	33052	0.164740590203339	1.84898709343423
ENSG00000173662	2.13045008634147	0.470497143923002	0	24403	0.758550230802536	1.80905466119916
ENSG00000204859	4.84270940322695	4.51669772588169	0	9275	1.43230151163013	1.77464325351185
ENSG00000162413	2.65660094275103	2.21892626687582	0	23873	1.01219119476556	1.73352242936898
